Start URL,Category,Product,Price,Slash Price,Details Link
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Nestle Koko Krunch Cereal 450g,RM 17.50,,https://jgsj.jayagrocer.com/products/nestle-koko-krunch-cereal-500g-1?variant=41611888558247
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Quaker Instant Oatmeal 800g,RM 10.80,,https://jgsj.jayagrocer.com/products/quaker-instant-oatmeal-800g-1?variant=41612357107879
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Ferrero Nutella Hazelnut Spread with Cocoa 350g,RM 23.90,,https://jgsj.jayagrocer.com/products/ferrero-nutella-hazelnut-spread-with-cocoa-350g-1?variant=41612188057767
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,St. Dalfour Strawberry Jam Spread 284g,RM 15.90,,https://jgsj.jayagrocer.com/products/st-dalfour-strawberry-jam-spread-284g-1?variant=41611961598119
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Pristine Rolled Oat 750g,RM 9.50,,https://jgsj.jayagrocer.com/products/pristine-rolled-oat-750g-1?variant=41612343378087
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Quaker Quick Cook Oatmeal 800g,RM 10.80,,https://jgsj.jayagrocer.com/products/quaker-quick-cook-oatmeal-800g-1?variant=41612356976807
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Quaker Qvital Original 28g x 15,RM 12.20,,https://jgsj.jayagrocer.com/products/quaker-oat-3-in-1-oat-cereal-original-drink-28g-x-18?variant=41612082970791
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Chivers Strawberry Jam 340g,RM 13.90,,https://jgsj.jayagrocer.com/products/chivers-strawberry-jam-340g-1?variant=41612388303015
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Nestle Koko Krunch Cereal 300g,RM 12.90,,https://jgsj.jayagrocer.com/products/nestle-koko-krunch-cereal-330g-1?variant=41611888230567
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Nestle Cereal School Pack 140g,RM 9.90,,https://jgsj.jayagrocer.com/products/nestle-cereal-school-pack-140g-1?variant=41612441976999
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Kelloggs Cornflakes Jumbo 500g,RM 15.90,,https://jgsj.jayagrocer.com/products/kellogg-s-corn-flakes-cereal-500g-1?variant=41618402541735
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Post Great Grains Raisins & Dates and Pecans 453g,RM 29.90,,https://jgsj.jayagrocer.com/products/post-great-grains-raisins-dates-pecans-453g-1?variant=41611933647015
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Auntie Rosie Kaya (Pandan) 200g,RM 3.90,,https://jgsj.jayagrocer.com/products/gardenia-auntie-rosie-s-natural-pandan-kaya-spread-230g-1?variant=41618156683431
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Jif Extra Crunchy Peanut Butter Spread 454g,RM 19.90,,https://jgsj.jayagrocer.com/products/jif-peanut-butter-crunchy-454g-1?variant=41612051316903
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Capilano Twist And Squeeze Pure Australian Honey 400g,RM 22.50,,https://jgsj.jayagrocer.com/products/capilano-pure-australian-honey-400g-1?variant=41612048498855
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Sanitarium Weet-Bix Breakfast Cereal 375g,RM 12.70,,https://jgsj.jayagrocer.com/products/sanitarium-weet-bix-breakfast-cereal-375g-1?variant=41612342689959
https://jgsj.jayagrocer.com/collections/breakfast,Breakfast,Nestle Cornflakes Cereal 500g,RM 14.80,,https://jgsj.jayagrocer.com/products/nestle-cornflakes-cereal-500g-1?variant=41612395249831
